Object Number,Is Highlight,Is Timeline Work,Is Public Domain,Object ID,Gallery Number,Department,AccessionYear,Object Name,Title,Culture,Period,Dynasty,Reign,Portfolio,Constituent ID,Artist Role,Artist Prefix,Artist Display Name,Artist Display Bio,Artist Suffix,Artist Alpha Sort,Artist Nationality,Artist Begin Date,Artist End Date,Artist Gender,Artist ULAN URL,Artist Wikidata URL,Object Date,Object Begin Date,Object End Date,Medium,Dimensions,Credit Line,Geography Type,City,State,County,Country,Region,Subregion,Locale,Locus,Excavation,River,Classification,Rights and Reproduction,Link Resource,Object Wikidata URL,Metadata Date,Repository,Tags,Tags AAT URL,Tags Wikidata URL
2019.592.428,False,False,False,834249,,Drawings and Prints,2019,Drawing,Study for Tiller Girls,,,,,,9649,Artist, ,Christopher Richard Wynne Nevinson,"British, London 1889–1946 London", ,"Nevinson, Christopher Richard Wynne",British,1889      ,1946      ,,http://vocab.getty.edu/page/ulan/500031355,https://www.wikidata.org/wiki/Q185850,ca. 1926,1921,1931,Bodycolor,"Sheet: 8 1/8 in. × 10 in. (20.6 × 25.4 cm)
Image: 6 3/4 in. × 9 in. (17.1 × 22.9 cm)","Purchase, Leslie and Johanna Garfield Gift, Lila Acheson Wallace, Charles and Jessie Price, and David T Schiff Gifts, The Elisha Whittelsey Collection, The Elisha Whittelsey Fund, Dolores Valvidia Hurlburt Bequest, Peco Foundation and Friends of Drawings and Prints Gifts, and funds from various donors, 2019",,,,,,,,,,,,Drawings,,http://www.metmuseum.org/art/collection/search/834249,,,"Metropolitan Museum of Art, New York, NY",,,
81.1.39,False,False,True,59158,,Asian Art,1881,Netsuke,,Japan,Edo (1615–1868) or Meiji period (1868–1912),,,,,,,,,,,,,,,,,19th century,1800,1899,Ivory,H. 1 1/4 in. (3.2 cm); W. 1 3/4 in. (4.4 cm); D. 7/8 in. (2.2 cm),"Bequest of Stephen Whitney Phoenix, 1881",,,,,,,,,,,,Netsuke,,http://www.metmuseum.org/art/collection/search/59158,,,"Metropolitan Museum of Art, New York, NY",Boats,http://vocab.getty.edu/page/aat/300178749,https://www.wikidata.org/wiki/Q35872
21.9.559,False,False,True,549873,122,Egyptian Art,1921,"Throne block, Nefertiti titulary, border pattern","Throne block with Nefertiti titulary, border pattern",,"New Kingdom, Amarna Period",Dynasty 18,reign of Akhenaten,,,,,,,,,,,,,,,ca. 1353–1336 B.C.,-1353,-1336,Indurated limestone,Inscribed side to front: H. 5 × W. 5.5 × D. 6.7 cm (1 15/16 × 2 3/16 × 2 5/8 in.); Decorative border W. 1.8 cm,"Gift of Edward S. Harkness, 1921",From,,,,Egypt,Middle Egypt,Amarna (Akhetaten),Great Temple of the Aten,pit outside southern wall,"Petrie/Carter excavations, 1891–92",,,,http://www.metmuseum.org/art/collection/search/549873,https://www.wikidata.org/wiki/Q116272971,,"Metropolitan Museum of Art, New York, NY",Hieroglyphs|Chairs,http://vocab.getty.edu/page/aat/300028721|http://vocab.getty.edu/page/aat/300037772,https://www.wikidata.org/wiki/Q193762|https://www.wikidata.org/wiki/Q15026
57.650.186,False,False,True,359151,,Drawings and Prints,1957,Print,Very Haughty and Very Mighty Legitimist Brats,,,,,L'Association Mensuelle no. 19,16180816510,Artist|Publisher, |Published by,Honoré Daumier|Charles Philipon,"French, Marseilles 1808–1879 Valmondois|French, Lyons 1800–1862 Paris", | ,"Daumier, Honoré|Philipon, Charles",French|French,1808      |1800      ,1879      |1862      ,|,http://vocab.getty.edu/page/ulan/500117998|http://vocab.getty.edu/page/ulan/500026672,https://www.wikidata.org/wiki/Q187506|https://www.wikidata.org/wiki/Q1065775,February 1834,1834,1834,Lithograph on chine collé,"sheet: 12 13/16 x 2 3/16 in. (32.6 x 5.6 cm)
image: 11 3/4 x 18 3/4 in. (29.8 x 47.6 cm)","Bequest of Edwin De T. Bechtel, 1957",,,,,,,,,,,,Prints,,http://www.metmuseum.org/art/collection/search/359151,,,"Metropolitan Museum of Art, New York, NY",Horses|Caricature|Boys|Girls|Women|Toys,http://vocab.getty.edu/page/aat/300250148|http://vocab.getty.edu/page/aat/300015634|http://vocab.getty.edu/page/aat/300247598|http://vocab.getty.edu/page/aat/300247581|http://vocab.getty.edu/page/aat/300025943|http://vocab.getty.edu/page/aat/300211037,https://www.wikidata.org/wiki/Q726|https://www.wikidata.org/wiki/Q482919|https://www.wikidata.org/wiki/Q3010|https://www.wikidata.org/wiki/Q3031|https://www.wikidata.org/wiki/Q467|https://www.wikidata.org/wiki/Q11422
64.249.3,False,True,True,2027,752,The American Wing,1964,Chest-on-chest,Chest-on-chest,American,,,,,,,,,,,,,,,,,,1760–90,1760,1790,"Mahogany, yellow poplar, yellow pine, white pine",78 3/4 x 45 1/4 x 23 in. (200 x 114.9 x 58.4 cm),"Gift of E. M. Newlin, 1964",Made in,,,,United States,,,,,,,,,http://www.metmuseum.org/art/collection/search/2027,https://www.wikidata.org/wiki/Q116371812,,"Metropolitan Museum of Art, New York, NY",,,
2002.198.14,False,False,False,84264,,Costume Institute,2002,Hood,Hood,American,,,,,221112019,Design House|Designer, | ,"Oscar de la Renta, LLC.|Oscar de la Renta","American, founded 1965|American (born Dominican Republic), Santo Domingo 1932–2014 Kent, Connecticut", | ,"de la Renta, LLC. Oscar|de la Renta, Oscar",American|American (born Dominican Republic),1965      |1932-07-22,9999      |2014      ,|,|http://vocab.getty.edu/page/ulan/500273034,|https://www.wikidata.org/wiki/Q288029,1960s,1960,1969,"lamb fur, silk, wool",,"Gift of Molly Milbank, 2002",,,,,,,,,,,,,,http://www.metmuseum.org/art/collection/search/84264,,,"Metropolitan Museum of Art, New York, NY",,,
51.501.724,False,False,False,675593,,Drawings and Prints,1951,Print,"A Roman emperor riding in a carriage with a winged female figure of Victory at right, a procession before them, after Polidoro da Caravaggio",,,,,,1633057024,Artist|Artist,After| ,Polidoro da Caravaggio|Cherubino Alberti (Zaccaria Mattia),"Italian, Caravaggio ca. 1499–ca. 1543 Messina|Italian, Borgo Sansepolcro 1553–1615 Rome", | ,"Caravaggio, Polidoro da|Alberti, Cherubino (Zaccaria Mattia)",Italian|Italian,1494      |1553      ,1548      |1615      ,|,http://vocab.getty.edu/page/ulan/500032941|http://vocab.getty.edu/page/ulan/500020972,https://www.wikidata.org/wiki/Q964822|https://www.wikidata.org/wiki/Q2553402,1570–1615,1570,1615,Engraving,Sheet: 6 1/2 in. × 16 in. (16.5 × 40.6 cm),"The Elisha Whittelsey Collection, The Elisha Whittelsey Fund, 1951",,,,,,,,,,,,Prints,,http://www.metmuseum.org/art/collection/search/675593,,,"Metropolitan Museum of Art, New York, NY",,,
1983.535.138,False,False,True,326877,,Ancient Near Eastern Art,1983,Stamp seal,Compartmented stamp seal,Bactria-Margiana Archaeological Complex,Bronze Age,,,,,,,,,,,,,,,,,ca. late 3rd–early 2nd millennium BCE,-2300,-1700,Copper alloy,0.63 in. (1.6 cm),"Gift of Sheldon Lewis Breitbart, 1983",,,,,,Bactria-Margiana,,,,,,Metalwork-Stamp Seals,,http://www.metmuseum.org/art/collection/search/326877,,,"Metropolitan Museum of Art, New York, NY",,,
2005.100.376.72,False,False,True,287136,,Photographs,1999,Photograph,"Vue générale des Ruines du Rhamesseum, à Thèbes (Tombeau d'Osymandian)",,,,,,5537,Artist, ,Maxime Du Camp,"French, 1822–1894", ,"Du Camp, Maxime",French,1822      ,1894      ,,http://vocab.getty.edu/page/ulan/500021954,https://www.wikidata.org/wiki/Q918268,"May 9, 1850",1850,1850,Salted paper print from paper negative,"Image: 5 11/16 × 8 11/16 in. (14.5 × 22 cm)
Mount: 12 5/16 × 18 11/16 in. (31.2 × 47.5 cm)
Frame: 16 x 20 in. (40.6 x 50.8 cm)","Gilman Collection, Gift of The Howard Gilman Foundation, 2005",,,,,,,,,,,,Photographs,,http://www.metmuseum.org/art/collection/search/287136,,,"Metropolitan Museum of Art, New York, NY",Ruins|Architecture,http://vocab.getty.edu/page/aat/300008057|http://vocab.getty.edu/page/aat/300263552,https://www.wikidata.org/wiki/Q109607|https://www.wikidata.org/wiki/Q12271
67.55.17,False,False,True,336975,,Drawings and Prints,1967,Drawing,The Garden Façade of Bagatelle,,,,,,16361,Artist, ,Jean Démosthène Dugourc,"French, Versailles 1749–1825 Paris", ,"Dugourc, Jean Démosthène",French,1749      ,1825      ,,http://vocab.getty.edu/page/ulan/500016967,https://www.wikidata.org/wiki/Q3165352,1779,1779,1779,"Pen and black ink, watercolor, over traces of black chalk",11 1/8 x 15 13/16 in.  (28.3 x 40.2 cm),"Bequest of Susan Dwight Bliss, 1966",,,,,,,,,,,,Drawings,,http://www.metmuseum.org/art/collection/search/336975,,,"Metropolitan Museum of Art, New York, NY",Gardens|Human Figures,http://vocab.getty.edu/page/aat/300008090|http://vocab.getty.edu/page/aat/300404114,https://www.wikidata.org/wiki/Q1107656|https://www.wikidata.org/wiki/Q5937779
"14.58.201a, b",False,False,True,192874,,European Sculpture and Decorative Arts,1914,Tobacco box,Tobacco box inscribed with the name Robert Yeff,"Irish, Dublin",,,,,3968,Maker,Probably by,Thomas Hartwell,active 1702–3, ,Hartwell Thomas, ,1702      ,1703      ,,,,early 18th century,1700,1715,Silver,Overall: 1 1/4 × 3 × 3 7/8 in. (3.2 × 7.6 × 9.8 cm),"Bequest of John L. Cadwalader, 1914",,,,,,,,,,,,Metalwork-Silver,,http://www.metmuseum.org/art/collection/search/192874,,,"Metropolitan Museum of Art, New York, NY",Coat of Arms,http://vocab.getty.edu/page/aat/300126352,https://www.wikidata.org/wiki/Q14659
89.4.2102,False,False,False,502669,,Musical Instruments,1889,Pattala,Pattala,Burmese,,,,,,,,,,,,,,,,,,late 19th century,1850,1900,"Wood, skin","L. of body 38 in., Longest bar 16-1/2 in., Shortest 8-1/2 in.","The Crosby Brown Collection of Musical Instruments, 1889",,,,,Myanmar (formerly Burma),,,,,,,Idiophone-Struck-bar-wood,,http://www.metmuseum.org/art/collection/search/502669,,,"Metropolitan Museum of Art, New York, NY",,,
1979.128.4,False,False,False,109398,,Costume Institute,1979,Bathrobe,Bathrobe,American,,,,,2476,Designer, ,Bill Tice, , ,Tice Bill, ,          ,          ,,,,1978,1978,1978,polyester,,"Gift of Bill Tice, 1979",,,,,,,,,,,,,,http://www.metmuseum.org/art/collection/search/109398,,,"Metropolitan Museum of Art, New York, NY",,,
36.90.1968,False,False,True,225049,,European Sculpture and Decorative Arts,1936,Fringe,Fringe,European,,,,,,,,,,,,,,,,,,18th century (?),1700,1799,Silk and metal thread,L. 55 x W. 6 inches (139.7 x 15.2 cm),"Gift of The United Piece Dye Works, 1936",,,,,,,,,,,,Textiles-Trimmings,,http://www.metmuseum.org/art/collection/search/225049,,,"Metropolitan Museum of Art, New York, NY",,,
96.14.1444,False,False,True,67157,,Asian Art,1896,Piece,,Japan,,,,,,,,,,,,,,,,,,19th century,1800,1899,Silk,2 x 8 1/4 in. (5.08 x 20.95 cm),"Gift of Mr. and Mrs. H. O. Havemeyer, 1896",,,,,,,,,,,,Textiles-Woven,,http://www.metmuseum.org/art/collection/search/67157,,,"Metropolitan Museum of Art, New York, NY",Leaves,http://vocab.getty.edu/page/aat/300011892,https://www.wikidata.org/wiki/Q33971
1989.281.47,False,True,True,255924,151,Greek and Roman Art,1989,Phiale,Silver phiale (libation bowl),Anatolian,Latter part of the Early Bronze Age,,,,,,,,,,,,,,,,,ca. 2300–2000 BCE,-2300,-2000,Silver,diameter  5 1/16in. (12.9cm),"Gift of Norbert Schimmel Trust, 1989",,,,,,,,,,,,Gold and Silver,,http://www.metmuseum.org/art/collection/search/255924,https://www.wikidata.org/wiki/Q116289840,,"Metropolitan Museum of Art, New York, NY",,,
1988.1049,False,False,False,265918,,Photographs,1988,Photograph,A Burmese Villager,,,,,,5501,Artist, ,P. Klier, , ,"Klier, P.", ,          ,          ,,,,1880s,1880,1889,Albumen silver print from glass negative,26.9 x 20.2 cm. (10  9/16  x 7  15/16  in.),"Purchase, Cynthia Hazen Polsky Gift, 1988",,,,,,,,,,,,Photographs,,http://www.metmuseum.org/art/collection/search/265918,,,"Metropolitan Museum of Art, New York, NY",,,
1972.713.17,False,False,True,344379,,Drawings and Prints,1972,Drawing,"Ground Plan for a Catafalque for Leopold, Duke of Lorraine (d. 1729)",,,,,,7400,Artist,Workshop of,Giuseppe Galli Bibiena,"Italian, Parma 1696–1756 Berlin", ,"Bibiena, Giuseppe Galli",Italian,1696      ,1756      ,,http://vocab.getty.edu/page/ulan/500028721,https://www.wikidata.org/wiki/Q872778,ca. 1729,1724,1734,"Pen, brown ink and brown and gray washes",20-1/8 x 13-7/8 in.  (51.1 x 35.2 cm),"Purchase, Bequest of Joseph H. Durkee, by exchange, 1972",,,,,,,,,,,,Drawings,,http://www.metmuseum.org/art/collection/search/344379,,,"Metropolitan Museum of Art, New York, NY",Architecture,http://vocab.getty.edu/page/aat/300263552,https://www.wikidata.org/wiki/Q12271
17.193.335,False,False,True,465672,301,Medieval Art,1917,Beaker,Globular Glass Beaker,Frankish,,,,,,,,,,,,,,,,,,5th–7th century,400,699,Glass,Overall: 2 3/4 x 3 3/8 in. (7 x 8.6 cm),"Gift of J. Pierpont Morgan, 1917",,,,,,,,,,,,Glass-Vessels,,http://www.metmuseum.org/art/collection/search/465672,https://www.wikidata.org/wiki/Q116247611,,"Metropolitan Museum of Art, New York, NY",,,
32.150.85,False,False,True,322400,,Ancient Near Eastern Art,1932,Jar,Jar,Sasanian,Sasanian,,,,,,,,,,,,,,,,,ca. 3rd–7th century CE,200,699,Ceramic,8 in. (20.32 cm),"Rogers Fund, 1932",,,,,,Mesopotamia,Ctesiphon,,,,,Ceramics-Vessels,,http://www.metmuseum.org/art/collection/search/322400,,,"Metropolitan Museum of Art, New York, NY",,,
74.51.4061,False,False,True,243473,171,Greek and Roman Art,1874,Ring,Gold and enamel ring,Greek,Early Archaic,,,,,,,,,,,,,,,,,6th century BCE,-599,-500,Gold,Length: 5/8 in. (1.6 cm),"The Cesnola Collection, Purchased by subscription, 1874–76",,,,,,,,,,,,Gems|Gold and Silver,,http://www.metmuseum.org/art/collection/search/243473,https://www.wikidata.org/wiki/Q116293750,,"Metropolitan Museum of Art, New York, NY",,,
56.597.40(2),False,False,True,650789,,Drawings and Prints,1956,Print,"Title Page Set in an Architectural Frame with Allegorical figures and Christ, from Thronus Justitiae, tredecim pulcherrimus tabulis...",,,,,"Thronus Justitiae, tredecim pulcherrimus tabulis...",166028903897056,Artist|Artist|Publisher,After| | ,Joachim Wtewael|Willem van Swanenburg|Pieter de Jode I,"Netherlandish, Utrecht 1566–1638 Utrecht|Netherlandish, ca. 1581/82–1612|Netherlandish, Antwerp 1570–Antwerp 1634", | | ,"Wtewael, Joachim|Swanenburg, Willem van|Jode Pieter de, I",Netherlandish|Netherlandish|Netherlandish,1566      |1581      |1572      ,1638      |1612      |1634      ,||,http://vocab.getty.edu/page/ulan/500014644|http://vocab.getty.edu/page/ulan/500005645|http://vocab.getty.edu/page/ulan/500015194,https://www.wikidata.org/wiki/Q541644|https://www.wikidata.org/wiki/Q1961244|https://www.wikidata.org/wiki/Q724760,1605–6,1605,1606,Engraving,Sheet: 10 13/16 × 15 1/4 in. (27.4 × 38.8 cm),"The Elisha Whittelsey Collection, The Elisha Whittelsey Fund, 1956",,,,,,,,,,,,Prints,,http://www.metmuseum.org/art/collection/search/650789,,,"Metropolitan Museum of Art, New York, NY",Christ|Architecture|Weapons|Men|Women,http://vocab.getty.edu/page/ia/901000087|http://vocab.getty.edu/page/aat/300263552|http://vocab.getty.edu/page/aat/300036926|http://vocab.getty.edu/page/aat/300025928|http://vocab.getty.edu/page/aat/300025943,https://www.wikidata.org/wiki/Q642420|https://www.wikidata.org/wiki/Q12271|https://www.wikidata.org/wiki/Q728|https://www.wikidata.org/wiki/Q8441|https://www.wikidata.org/wiki/Q467
22.67.33,False,False,False,651118,,Drawings and Prints,1922,Print,"Deposition and Entombment of Christ, from The Large Passion",,,,,The Large Passion,16601,Artist, ,Jacob Cornelisz van Oostsanen,"Netherlandish, Oostsanen ca. 1470–1533 Amsterdam", ,"Oostsanen, Jacob Cornelisz van",Netherlandish,1465      ,1533      ,,http://vocab.getty.edu/page/ulan/500115388,https://www.wikidata.org/wiki/Q1029143,1514,1514,1514,Woodcut,Sheet (circular): 9 5/16 × 9 5/16 in. (23.7 cm),"Jacob H. Schiff Fund, 1922",,,,,,,,,,,,Prints,,http://www.metmuseum.org/art/collection/search/651118,,,"Metropolitan Museum of Art, New York, NY",,,
1979.206.1127,False,False,True,313320,,"Arts of Africa, Oceania, and the Americas",1979,Bottle,Double Spout Bottle,Nasca,,,,,,,,,,,,,,,,,,3rd–2nd century BCE,-300,-100,"Ceramic, pigment",H. 5 x W. 5 x  D. 3 in. (12.7 x 12.7 x 7.6 cm),"The Michael C. Rockefeller Memorial Collection, Bequest of Nelson A. Rockefeller, 1979",,,,,Peru,,,,,,Rio Grande de Nasca,Ceramics-Containers,,http://www.metmuseum.org/art/collection/search/313320,,,"Metropolitan Museum of Art, New York, NY",,,
1976.203.2,False,False,False,310179,,"Arts of Africa, Oceania, and the Americas",1976,Head figure,Male Head,Baule,,,,,,,,,,,,,,,,,,19th–20th century,1800,2000,Terracotta,H. 7 1/4 in. (18.4 cm),"Gift of Samir Borro, 1976",,M'bahiakro area,,,Côte d'Ivoire,Central Côte d'Ivoire,,,,,,Ceramics-Sculpture,,http://www.metmuseum.org/art/collection/search/310179,,,"Metropolitan Museum of Art, New York, NY",Heads|Men,http://vocab.getty.edu/page/aat/300375054|http://vocab.getty.edu/page/aat/300025928,https://www.wikidata.org/wiki/Q3409626|https://www.wikidata.org/wiki/Q8441
2005.100.364.17,False,False,True,287325,,Photographs,1999,Photograph,Viaduc de la Voulte,,,,,,5481,Artist, ,Edouard Baldus,"French (born Prussia), 1813–1889", ,"Baldus, Edouard","French, born Prussia",1813      ,1889      ,,http://vocab.getty.edu/page/ulan/500024737,https://www.wikidata.org/wiki/Q71244,1861 or after,1861,1862,Albumen silver print from glass negative,"Image: 25.4 x 42.5 cm (10 x 16 3/4 in.)
Mount: 46 x 60.5 cm (18 1/8 x 23 13/16 in.)","Gilman Collection, Gift of The Howard Gilman Foundation, 2005",,,,,,,,,,,,Photographs,,http://www.metmuseum.org/art/collection/search/287325,,,"Metropolitan Museum of Art, New York, NY",Bridges|Rivers,http://vocab.getty.edu/page/aat/300386855|http://vocab.getty.edu/page/aat/300008707,https://www.wikidata.org/wiki/Q12280|https://www.wikidata.org/wiki/Q4022
32.106.46,False,False,True,197292,,European Sculpture and Decorative Arts,1932,Baluster,Baluster,British,,,,,,,,,,,,,,,,,,early 18th century,1700,1715,Deal,Height: 32 1/2 in. (82.6 cm),"Rogers Fund, 1932",,,,,,,,,,,,Woodwork,,http://www.metmuseum.org/art/collection/search/197292,,,"Metropolitan Museum of Art, New York, NY",,,
81.10.95,False,False,True,245252,171,Greek and Roman Art,1881,Trulla,Glass trulla (pan),Roman,Imperial,,,,,,,,,,,,,,,,,1st–4th century CE,1,399,Glass,"H.: 3 1/8 in. (7.9 cm)
Diam.: 4 3/4 in. (12.1 cm)","Gift of Henry G. Marquand, 1881",,,,,,,,,,,,Glass,,http://www.metmuseum.org/art/collection/search/245252,https://www.wikidata.org/wiki/Q116295061,,"Metropolitan Museum of Art, New York, NY",,,
1996.226,False,False,True,39559,207,Asian Art,1996,Vase,唐 黑釉陶瓶|Vase,China,Tang dynasty (618–907),,,,,,,,,,,,,,,,,8th century,700,799,Earthenware with black glaze,H. 12 in. (30.5 cm),"Purchase, The Dillon Fund Gift, Bequest of Dorothy Graham Bennett, and Friends of Asian Art Gifts, 1996",,,,,,,,,,,,Ceramics,,http://www.metmuseum.org/art/collection/search/39559,https://www.wikidata.org/wiki/Q116317374,,"Metropolitan Museum of Art, New York, NY",,,
1975.1.218,False,False,False,459168,,Robert Lehman Collection,1975,Painting,Sails at Chatou,,,,,,16266,Artist, ,Maurice de Vlaminck,"French, Paris 1876–1958 Reuil-La-Gadelière", ,"Vlaminck, Maurice de",French,1876      ,1958      ,,http://vocab.getty.edu/page/ulan/500008582,https://www.wikidata.org/wiki/Q241098,1906,1906,1906,Oil on canvas,15 x 18 1/2 in.  (38.1 x 47 cm),"Robert Lehman Collection, 1975",,,,,,,,,,,,Paintings,"© 2023 Artists Rights Society (ARS), New York",http://www.metmuseum.org/art/collection/search/459168,https://www.wikidata.org/wiki/Q20186234,,"Metropolitan Museum of Art, New York, NY",Bridges|Boats,http://vocab.getty.edu/page/aat/300386855|http://vocab.getty.edu/page/aat/300178749,https://www.wikidata.org/wiki/Q12280|https://www.wikidata.org/wiki/Q35872
1974.356.545,False,False,True,206064,,European Sculpture and Decorative Arts,1974,Cup,Cup,"Austrian, Vienna",,,,,351033473,Manufactory|Factory director, | ,Vienna|Claudius Innocentius Du Paquier period, |1718–1744, | ,"Vienna|Du Paquier, Claudius Innocentius", |Austrian,          |1718      ,          |1744      ,|,|,|,ca. 1730–35,1725,1740,Hard-paste porcelain,Height: 3 in. (7.6 cm),"The Lesley and Emma Sheafer Collection, Bequest of Emma A. Sheafer, 1973",,,,,,,,,,,,Ceramics-Porcelain,,http://www.metmuseum.org/art/collection/search/206064,,,"Metropolitan Museum of Art, New York, NY",Birds|Men|Insects|Flowers,http://vocab.getty.edu/page/aat/300266506|http://vocab.getty.edu/page/aat/300025928|http://vocab.getty.edu/page/aat/300310470|http://vocab.getty.edu/page/aat/300132399,https://www.wikidata.org/wiki/Q5113|https://www.wikidata.org/wiki/Q8441|https://www.wikidata.org/wiki/Q1390|https://www.wikidata.org/wiki/Q506
1974.364.3,False,False,True,9330,774,The American Wing,1974,Vase,Vase,American,,,,,132,Maker, ,Dorflinger Glass Works,1865–1881, ,Dorflinger Glass Works ,American,1865      ,1881      ,,,,1865–1921,1865,1921,Cut blown glass,Dimensions unavailable,"Gift of Katheryn Hait Dorflinger Manchee, 1974",Made in,White Mills,,,United States,,,,,,,,,http://www.metmuseum.org/art/collection/search/9330,https://www.wikidata.org/wiki/Q116344231,,"Metropolitan Museum of Art, New York, NY",,,
2011.604.1.2395,False,False,True,686761,,Greek and Roman Art,2011,Kylix fragment; lipped inside,Terracotta fragment of a kylix (drinking cup),"Greek, Attic",Late Archaic,,,,,,,,,,,,,,,,,490–480 BCE,-500,-450,Terracotta,,"Gift of Dietrich von Bothmer, Distinguished Research Curator, Greek and Roman Art, 2011",,,,,,,,,,,,Vases,,http://www.metmuseum.org/art/collection/search/686761,,,"Metropolitan Museum of Art, New York, NY",,,
