Object Number,Is Highlight,Is Timeline Work,Is Public Domain,Object ID,Gallery Number,Department,AccessionYear,Object Name,Title,Culture,Period,Dynasty,Reign,Portfolio,Constituent ID,Artist Role,Artist Prefix,Artist Display Name,Artist Display Bio,Artist Suffix,Artist Alpha Sort,Artist Nationality,Artist Begin Date,Artist End Date,Artist Gender,Artist ULAN URL,Artist Wikidata URL,Object Date,Object Begin Date,Object End Date,Medium,Dimensions,Credit Line,Geography Type,City,State,County,Country,Region,Subregion,Locale,Locus,Excavation,River,Classification,Rights and Reproduction,Link Resource,Object Wikidata URL,Metadata Date,Repository,Tags,Tags AAT URL,Tags Wikidata URL
2015.499.3.1,False,False,False,686486,,"Arts of Africa, Oceania, and the Americas",2015,Negative,Man in Fedora,,,,,,16202,Artist, ,Seydou Keïta,"Malian, Bamako ca. 1921–2001 Paris", ,"Keïta, Seydou",Malian,1921      ,2001      ,,http://vocab.getty.edu/page/ulan/500125039,https://www.wikidata.org/wiki/Q962958,1955,1955,1955,"Film, emulsion",H. 7 1/2 × W. 5 1/8 in. (19 × 13 cm),"Gift of Susan Mullin Vogel, 2015",,Bamako,,,Mali,,,,,,,Negatives,,http://www.metmuseum.org/art/collection/search/686486,https://www.wikidata.org/wiki/Q96586101,,"Metropolitan Museum of Art, New York, NY",Men|Portraits,http://vocab.getty.edu/page/aat/300025928|http://vocab.getty.edu/page/aat/300015637,https://www.wikidata.org/wiki/Q8441|https://www.wikidata.org/wiki/Q134307
1999.153.36,False,False,True,327584,,Ancient Near Eastern Art,1999,Textile,Women’s linen and silk-trimmed upper body garment (tunic),Alanic,,,,,,,,,,,,,,,,,,ca. 7th–9th century CE,600,900,"Linen, silk",48 x 71 in. (121.92 x 180.34 cm),"Gift of Jacqueline Simcox, 1999",,,,,,Caucasus region ,,,,,,Textiles-Costumes,,http://www.metmuseum.org/art/collection/search/327584,,,"Metropolitan Museum of Art, New York, NY",,,
17.50.15-146,False,False,True,733901,,Drawings and Prints,1917,Print,Bathsheba Combing Her Hair,,,,,,746088323,Publisher|Artist, | ,Claes Jansz. Visscher|Willem Pietersz. Buytewech,"Dutch, Amsterdam 1586–1652 Amsterdam|Dutch, Rotterdam, 1591/92–1624", | ,"Visscher, Claes Jansz.|Buytewech, Willem Pietersz.",Dutch|Dutch,1586      |1591      ,1652      |1624      ,|,http://vocab.getty.edu/page/ulan/500015243|http://vocab.getty.edu/page/ulan/500032468,https://www.wikidata.org/wiki/Q1094674|https://www.wikidata.org/wiki/Q767225,ca. 1615,1610,1620,Etching and drypoint; second state of,Sheet (Trimmed): 6 1/8 × 4 1/8 in. (15.5 × 10.5 cm),"Purchase, Joseph Pulitzer Bequest, 1917",,,,,,,,,,,,Prints,,http://www.metmuseum.org/art/collection/search/733901,,,"Metropolitan Museum of Art, New York, NY",Bathsheba,http://vocab.getty.edu/page/ia/901000627,https://www.wikidata.org/wiki/Q272277
17.120.248,False,False,False,249173,,Greek and Roman Art,1917,"Dish, carinated",Carinated glass dish,"Roman, probably Italian","Early Imperial, Julio-Claudian",,,,,,,,,,,,,,,,,1st half of 1st century CE,1,50,Glass,"Diam.: 7 3/16 in. (18.3 cm)
H.: 1 1/16 in. (2.7 cm)","Bequest of Isaac D. Fletcher, 1917",,,,,,,,,,,,Glass,,http://www.metmuseum.org/art/collection/search/249173,,,"Metropolitan Museum of Art, New York, NY",,,
46.156.65,False,False,True,227155,,European Sculpture and Decorative Arts,1946,Piece,Piece,Spanish,,,,,,,,,,,,,,,,,,16th century,1500,1599,Silk,L. 24 X W. 7 1/2 inches (61.0 x 19.1 cm),"Fletcher Fund, 1946",,,,,,,,,,,,Textiles-Velvets,,http://www.metmuseum.org/art/collection/search/227155,,,"Metropolitan Museum of Art, New York, NY",,,
36.25.2407,False,False,False,30352,,Arms and Armor,1936,Powder flask,Powder Flask,Turkish,,,,,,,,,,,,,,,,,,17th century,1601,1700,"Leather, silver, wood",H. 9 1/4 in. (23.5 cm); W. 5 3/4 in. (14.6 cm); D. 2 1/2 in. (6.4 cm); Wt. 13.6 oz. (385.6 g),"Bequest of George C. Stone, 1935",,,,,,,,,,,,Firearms Accessories-Flasks & Primers,,http://www.metmuseum.org/art/collection/search/30352,,,"Metropolitan Museum of Art, New York, NY",,,
36.90.709,False,False,False,223810,,European Sculpture and Decorative Arts,1936,Piece,Piece,Russian,,,,,,,,,,,,,,,,,,late 19th century,1885,1899,Cotton,"L. 25 x W. 19 inches
63.5 x 48.3 cm","Gift of The United Piece Dye Works, 1936",,,,,,,,,,,,Textiles-Printed,,http://www.metmuseum.org/art/collection/search/223810,,,"Metropolitan Museum of Art, New York, NY",,,
74.51.1484,False,False,True,241039,,Greek and Roman Art,1874,Head of a male votary,Male head,Cypriot,Late Hellenistic,,,,,,,,,,,,,,,,,1st century BCE,-99,1,Terracotta,H. 1 13/16 in. (4.6 cm),"The Cesnola Collection, Purchased by subscription, 1874–76",,,,,,,,,,,,Terracottas,,http://www.metmuseum.org/art/collection/search/241039,,,"Metropolitan Museum of Art, New York, NY",Heads|Men,http://vocab.getty.edu/page/aat/300375054|http://vocab.getty.edu/page/aat/300025928,https://www.wikidata.org/wiki/Q3409626|https://www.wikidata.org/wiki/Q8441
51.584.2,False,False,False,403807,,Drawings and Prints,1951,Drawing,"Richardson House at Braintree, Massachusetts (Side Elevation)",,,,,,16339,Artist, ,Luther Briggs Jr.,"American, 1822–1905 Dorchester, Massachussetts", ,"Briggs, Luther, Jr.",American,1822      ,1905      ,,http://vocab.getty.edu/page/ulan/500016305,,1862,1862,1862,Pen and ink,sheet: 14 x 19 11/16 in. (35.6 x 50 cm),"Anonymous Gift, 1951",,,,,,,,,,,,Drawings,,http://www.metmuseum.org/art/collection/search/403807,,,"Metropolitan Museum of Art, New York, NY",,,
25.120.669,False,False,True,470874,,The Cloisters,1925,Painting,Panel of Saint John the Baptist with Scenes from His Life,Spanish,,,,,16506,Artist, ,Domingo Ram,"Spanish, Aragon, active 1464–1507", ,"Ram, Domingo",Spanish,1464      ,1507      ,,http://vocab.getty.edu/page/ulan/500014489,https://www.wikidata.org/wiki/Q20829680,1464–1507,1464,1507,"Tempera on wood, gold ground","59 1/2 x 28 5/8 in. (151.1 x 72.7 cm)
Entire Retable: 139 x100 in. (353.1 x 254 cm)","The Cloisters Collection, 1925",Made in,,,Aragon,Spain,,,,,,,Paintings-Panels,,http://www.metmuseum.org/art/collection/search/470874,https://www.wikidata.org/wiki/Q20200959,,"Metropolitan Museum of Art, New York, NY",Men|Women|Saint John the Baptist|Herod,http://vocab.getty.edu/page/aat/300025928|http://vocab.getty.edu/page/aat/300025943|http://vocab.getty.edu/page/ia/901001056|http://vocab.getty.edu/page/ulan/500350196,https://www.wikidata.org/wiki/Q8441|https://www.wikidata.org/wiki/Q467|https://www.wikidata.org/wiki/Q40662|https://www.wikidata.org/wiki/Q51672
1995.169.1,False,False,False,267152,,Photographs,1995,Photogram,Vessel (No. 1),,,,,,5616,Artist, ,Susan Derges,"British, born 1955", ,"Derges, Susan",British,1955      ,9999      ,Female,http://vocab.getty.edu/page/ulan/500384415,https://www.wikidata.org/wiki/Q15109552,1994,1994,1994,Silver dye bleach print,47.0 x 47.0 cm. (18  1/2  x 18  1/2  in.),"Purchase, The Horace W. Goldsmith Foundation Gift, through Joyce and Robert Menschel, 1995",,,,,,,,,,,,Photographs,© Susan Derges,http://www.metmuseum.org/art/collection/search/267152,https://www.wikidata.org/wiki/Q98821095,,"Metropolitan Museum of Art, New York, NY",,,
89.2.233,False,False,True,443182,,Islamic Art,1889,Coin weight,Coin Weight,,,,,,,,,,,,,,,,,,,11th century,1000,1099,Glass; stamped,"H. 3/16 in. (0.5 cm)
Diam. 15/16 in. (2.4 cm)
Wt. 0.2 oz. (5.7 g)","Gift of Joseph W. Drexel, 1889",Country of Origin,,,,Egypt,,,,,,,Glass,,http://www.metmuseum.org/art/collection/search/443182,,,"Metropolitan Museum of Art, New York, NY",Weights and Measures,http://vocab.getty.edu/page/aat/300386648, 
"04.3.235a, b",False,False,True,21986,373,Arms and Armor,1904,Visored bascinet,Visored Bascinet,Western European,,,,,,,,,,,,,,,,,,ca. 1375–1400,1350,1425,"Steel, leather",H. 12 in. (30.5 cm); W. 9 3/8 in. (23.8 cm); D. 17 in. (43.2 cm); Wt. 6 lb. 6 oz. (2875 g),"Rogers Fund, 1904",,,,,,,,,,,,Helmets,,http://www.metmuseum.org/art/collection/search/21986,https://www.wikidata.org/wiki/Q116322727,,"Metropolitan Museum of Art, New York, NY",,,
1977.394.73,False,False,False,310398,,"Arts of Africa, Oceania, and the Americas",1977,Ring,Ring: Equestrain Figure (Katume),Dogon peoples,,,,,,,,,,,,,,,,,,19th–20th century,1800,2000,Bronze,H. 2 5/8 in. × W. 1 in. × D. 1 1/2 in. (6.7 × 2.5 × 3.8 cm),"Gift of Lester Wunderman, 1977",,,,,Mali,,,,,,,Metal-Ornaments,,http://www.metmuseum.org/art/collection/search/310398,,,"Metropolitan Museum of Art, New York, NY",Horses,http://vocab.getty.edu/page/aat/300250148,https://www.wikidata.org/wiki/Q726
26.70.4(85),False,False,True,396981,,Drawings and Prints,1926,Print,"The Virgin seated holding a rosary in her right hand, the infant Christ on her lap holding several rosaries, in an oval frame with flowers surrounding it and a tablet with inscription at the base",,,,,,162301916,Artist|Artist,After| ,Guido Reni|Anonymous,"Italian, Bologna 1575–1642 Bologna| ", | ,"Reni, Guido|Anonymous",Italian| ,1575      |          ,1642      |          ,|,http://vocab.getty.edu/page/ulan/500030334|,https://www.wikidata.org/wiki/Q109061|,17th century,1600,1699,Etching,Sheet (Trimmed): 10 5/16 × 7 13/16 in. (26.2 × 19.8 cm),"Harris Brisbane Dick Fund, 1926",,,,,,,,,,,,Prints,,http://www.metmuseum.org/art/collection/search/396981,,,"Metropolitan Museum of Art, New York, NY",Christ|Flowers|Madonna and Child|Rosaries,http://vocab.getty.edu/page/ia/901000087|http://vocab.getty.edu/page/aat/300132399|http://vocab.getty.edu/page/ia/901000052|http://vocab.getty.edu/page/aat/300262831,https://www.wikidata.org/wiki/Q642420|https://www.wikidata.org/wiki/Q506|https://www.wikidata.org/wiki/Q9309699|https://www.wikidata.org/wiki/Q132539
63.350.613.401.43,False,False,False,771208,,Drawings and Prints,1963,Print,Wesley Barry from Movie Stars Exhibit Cards series (W401),,,,,,,,,,,,,,,,,,,ca. 1920–30,1920,1930,Commercial color photolithograph,Sheet: 5 5/16 × 3 5/16 in. (13.5 × 8.4 cm),"The Jefferson R. Burdick Collection, Gift of Jefferson R. Burdick",,,,,,,,,,,,Prints|Ephemera,,http://www.metmuseum.org/art/collection/search/771208,,,"Metropolitan Museum of Art, New York, NY",Boys|Portraits|Actors,http://vocab.getty.edu/page/aat/300247598|http://vocab.getty.edu/page/aat/300015637|http://vocab.getty.edu/page/aat/300025658,https://www.wikidata.org/wiki/Q3010|https://www.wikidata.org/wiki/Q134307|https://www.wikidata.org/wiki/Q33999
1979.620.32,False,False,False,368623,,Drawings and Prints,1979,Print,Grape Gatherers,,,,,,1622449440216464,Artist|Printer|Publisher, |Printed by|Published by,Pablo Picasso|Hidalgo Arnéra|Galerie Louise Leiris,"Spanish, Malaga 1881–1973 Mougins, France| |Paris", | | ,"Picasso, Pablo|Arnéra, Hidalgo|Leiris, Galerie Louise ",Spanish|French| ,1881      |          |          ,1973      |          |          ,||,http://vocab.getty.edu/page/ulan/500009666||http://vocab.getty.edu/page/ulan/500310345,https://www.wikidata.org/wiki/Q5593||,1959,1959,1959,Linoleum cut,"block: 21 x 25 1/4 in. (53.3 x 64.1 cm)
sheet: 24 1/2 x 29 5/8 in. (62.2 x 75.2 cm)","The Mr. and Mrs. Charles Kramer Collection, Gift of Mr. and Mrs. Charles Kramer, 1979",,,,,,,,,,,,Prints,"© 2023 Estate of Pablo Picasso / Artists Rights Society (ARS), New York",http://www.metmuseum.org/art/collection/search/368623,,,"Metropolitan Museum of Art, New York, NY",Grapes|Men,http://vocab.getty.edu/page/aat/300379338|http://vocab.getty.edu/page/aat/300025928,https://www.wikidata.org/wiki/Q10978|https://www.wikidata.org/wiki/Q8441
57.658.17,False,False,False,628096,,Drawings and Prints,1957,Print,"Jehoiada Anointing Joash, from ""The Story of Joash and Queen Athaliah""",,,,,The Story of Joash and Queen Athaliah,7639316198,Artist|Artist, |After,Herman Müller|Maarten van Heemskerck," |Netherlandish, Heemskerck 1498–1574 Haarlem", | ,"Müller, Herman|Heemskerck, Maarten van", |Netherlandish,          |1498      ,          |1574      ,|,|http://vocab.getty.edu/page/ulan/500124291,|https://www.wikidata.org/wiki/Q538350,ca.1567,1562,1572,Engraving; first state of two,"Sheet: 7 7/8 × 10 5/16 in. (20 × 26.2 cm)
Plate: 7 5/16 × 9 9/16 in. (18.5 × 24.3 cm)","Gift of Harry G. Friedman, 1957",,,,,,,,,,,,Prints,,http://www.metmuseum.org/art/collection/search/628096,,,"Metropolitan Museum of Art, New York, NY",,,
48.101.1423,False,False,True,740904,,Islamic Art,1948,Fragment,Stucco Fragment,,,,,,,,,,,,,,,,,,,probably 8th–12th century,800,1300,Stucco; carved,"H. 2 3/16 in. (5.5 cm)
W. 1 3/16 in. (3 cm)
D. 1 in. (2.5 cm)","Rogers Fund, 1948",Excavated in,Nishapur,,,Iran,,,,,,,Stucco,,http://www.metmuseum.org/art/collection/search/740904,,,"Metropolitan Museum of Art, New York, NY",,,
32.75.538,False,False,True,23608,,Arms and Armor,1932,Arrowhead (<i>Yanone</i>),Arrowhead (&lt;i&gt;Yanone&lt;/i&gt;),Japanese,,,,,,,,,,,,,,,,,,18th century,1701,1800,Steel,L. 9 3/4 in. (24.8 cm); L. of head 2 7/8 in. (7.3 cm); W. 1 5/16 in. (3.3 cm); Wt. 1.1 oz. (31.2 g),"The Collection of Giovanni P. Morosini, presented by his daughter Giulia, 1932",,,,,,,,,,,,Archery Equipment-Arrowheads,,http://www.metmuseum.org/art/collection/search/23608,,,"Metropolitan Museum of Art, New York, NY",,,
64.101.645,False,False,True,203488,,European Sculpture and Decorative Arts,1964,Toy,Lady,"British, Chelsea-Derby",,,,,3473,Factory, ,Derby Porcelain Manufactory,"British, 1751–1785", ,Derby Porcelain Manufactory,British,1751      ,1785      ,,,,ca. 1765–68,1760,1770,Soft-paste porcelain,2 1/2 × 1 in. (6.4 × 2.5 cm),"Gift of Irwin Untermyer, 1964",,,,,,,,,,,,Ceramics-Porcelain,,http://www.metmuseum.org/art/collection/search/203488,,,"Metropolitan Museum of Art, New York, NY",Women,http://vocab.getty.edu/page/aat/300025943,https://www.wikidata.org/wiki/Q467
65.654.33,False,False,True,365689,,Drawings and Prints,1965,Drawing,Design for sculpted angeli,,,,,,9278,Artist, ,"Anonymous, Italian, Piedmontese, 18th century", , ,"Anonymous, Italian, Piedmontese, 18th century",Italian,1700      ,1800      ,,,,1700–1780,1700,1780,Brush and red chalk wash over red chalk,9 1/8 x 5 3/8 in. (23.1 x 13.7 cm),"Gift of Leon Dalva Sr., 1965",,,,,,,,,,,,Drawings,,http://www.metmuseum.org/art/collection/search/365689,,,"Metropolitan Museum of Art, New York, NY",Angels,http://vocab.getty.edu/page/aat/300379004,https://www.wikidata.org/wiki/Q235113
63.350.329.414-14.3,False,False,False,778860,,Drawings and Prints,1963,Baseball card,"Bob Keegan, Pitcher, Chicago White Sox, from the ""1959 Topps Regular Issue"" series (R414-14), issued by Topps Chewing Gum Company.",,,,,,16425,Publisher,Issued by,Topps Chewing Gum Company,"American, Brooklyn", ,Topps Chewing Gum Company,American,          ,          ,,,,1959,1959,1959,Commercial color lithograph,Sheet: 3 1/2 x 2 1/2 in. (8.9 x 6.4 cm),"The Jefferson R. Burdick Collection, Gift of Jefferson R. Burdick",,,,,,,,,,,,Prints|Ephemera,,http://www.metmuseum.org/art/collection/search/778860,,,"Metropolitan Museum of Art, New York, NY",,,
43.33.203,False,False,False,375251,,Drawings and Prints,1943,Print,Clothes Shop,,,,,,9737316346,Artist|Publisher, |Published by,Charles Wheeler Locke|WPA,"American, Cincinnati, Ohio 1899–1983 Garrison, New York| ", | ,"Locke, Charles Wheeler|WPA",American| ,1899      |          ,1899      |          ,|,http://vocab.getty.edu/page/ulan/500024549|http://vocab.getty.edu/page/ulan/500227524,https://www.wikidata.org/wiki/Q52119054|https://www.wikidata.org/wiki/Q1200079,1935–43,1935,1943,Lithograph,image: 11 x 6 1/2 in. (27.9 x 16.5 cm) sheet: 16 x 11 1/2 in. (40.6 x 29.2 cm),"Gift of the Work Projects Administration, New York, 1943",,,,,,,,,,,,Prints,,http://www.metmuseum.org/art/collection/search/375251,,,"Metropolitan Museum of Art, New York, NY",,,
87.15.75,False,False,True,337668,,Drawings and Prints,1887,Drawing,In His Cups,,,,,,16424,Artist, ,Alexandre-Louis Leloir,"French, Paris 1843–1884 Paris", ,"Leloir, Alexandre-Louis",French,1843      ,1884      ,,http://vocab.getty.edu/page/ulan/500004820,https://www.wikidata.org/wiki/Q2833377,1872,1872,1872,Watercolor,20 1/2 x 13 3/4 in.  (52.1 x 34.9 cm),"Catharine Lorillard Wolfe Collection, Bequest of Catharine Lorillard Wolfe, 1887",,,,,,,,,,,,Drawings,,http://www.metmuseum.org/art/collection/search/337668,,,"Metropolitan Museum of Art, New York, NY",Drunkenness|Men|Drinking, |http://vocab.getty.edu/page/aat/300025928|http://vocab.getty.edu/page/aat/300379698,https://www.wikidata.org/wiki/Q205972|https://www.wikidata.org/wiki/Q8441|https://www.wikidata.org/wiki/Q876776
46.46.576,False,False,False,749758,,Drawings and Prints,1946,Print,"A song sheet cover for 'La FAvorita', composed by Tomas Leon, illustrated with two young women, one holding a mandolin, another resting her hand on a sheet of music",,,,,,19783,Publisher, ,Manuel Murguía,"Mexican, active ca. 1854", ,"Murguía, Manuel",Mexican,1840      ,1900      ,,,,ca. 1850–1900,1845,1855,Lithograph on pink paper,"Sheet: 13 3/8 × 20 1/16 in. (34 × 51 cm)
Image: 8 7/16 × 6 3/4 in. (21.5 × 17.2 cm)","The Elisha Whittelsey Collection, The Elisha Whittelsey Fund, 1946",,,,,,,,,,,,Prints,,http://www.metmuseum.org/art/collection/search/749758,,,"Metropolitan Museum of Art, New York, NY",,,
26.267.71,False,False,False,195641,,European Sculpture and Decorative Arts,1926,Watch,Watch,"Swiss, Geneva",,,,,2012702012693723,Maker|Maker|Maker,and|Partnership of|Watchmaker:,François Constantin|Jacques Barthélémi Vacheron|Firm of Vacheron and Constantin,"Swiss, 1788–1854|Swiss, 1787–1864|Swiss, 1755–present", | | ,"Constantin, François|Vacheron, Jacques Barthélémi|Vacheron and Constantin",Swiss|Swiss|Swiss,1788      |1787      |1755      ,1854      |1864      |9999      ,||,||http://vocab.getty.edu/page/ulan/500461313,||,1844,1844,1844,"Gold, enamel",Diameter: 1 1/2 in. (3.8 cm),"Anonymous Gift, in memory of Lady May Fletcher-Moulton, 1926",,,,,,,,,,,,Horology,,http://www.metmuseum.org/art/collection/search/195641,,,"Metropolitan Museum of Art, New York, NY",Palaces,http://vocab.getty.edu/page/aat/300005734,https://www.wikidata.org/wiki/Q16560
2011.604.1.1792a–k,False,False,True,683380,,Greek and Roman Art,2011,Kylix fragments,Terracotta rim fragments of kylikes(drinking cups),"Greek, Attic",Archaic/Classical,,,,,,,,,,,,,,,,,5th century BCE,-500,-450,Terracotta,,"Gift of Dietrich von Bothmer, Distinguished Research Curator, Greek and Roman Art, 2011",,,,,,,,,,,,Vases,,http://www.metmuseum.org/art/collection/search/683380,,,"Metropolitan Museum of Art, New York, NY",,,
30.8.1014,False,False,False,569638,122,Egyptian Art,1930,Scarab,Scarab,,"New Kingdom, Ramesside",Dynasty 19–20,,,,,,,,,,,,,,,,ca. 1295–1070 B.C.,-1295,-1295,Steatite,L. 1.4 cm (9/16 in.),"Theodore M. Davis Collection, Bequest of Theodore M. Davis, 1915",From,,,,Egypt,,,,,,,,,http://www.metmuseum.org/art/collection/search/569638,https://www.wikidata.org/wiki/Q116442050,,"Metropolitan Museum of Art, New York, NY",,,
64.101.476,False,False,True,203346,,European Sculpture and Decorative Arts,1964,Figure,Map seller,"British, Chelsea",,,,,3509,Factory, ,Chelsea Porcelain Manufactory,"British, 1745–1784, Red Anchor Period, ca. 1753–58", ,Chelsea Porcelain Manufactory,British,1744      ,1784      ,,http://vocab.getty.edu/page/ulan/500371694,https://www.wikidata.org/wiki/Q2072152,1755–56,1755,1756,Soft-paste porcelain,7 1/4 × 4 in. (18.4 × 10.2 cm),"Gift of Irwin Untermyer, 1964",,,,,,,,,,,,Ceramics-Porcelain,,http://www.metmuseum.org/art/collection/search/203346,,,"Metropolitan Museum of Art, New York, NY",Men|Maps,http://vocab.getty.edu/page/aat/300025928|http://vocab.getty.edu/page/aat/300028094,https://www.wikidata.org/wiki/Q8441|https://www.wikidata.org/wiki/Q4006
17.190.1258,False,False,True,193922,,European Sculpture and Decorative Arts,1917,Souvenir,Souvenir,"French, Paris",,,,,,,,,,,,,,,,,,1768–74,1768,1774,"Gold, enamel",3 1/8 × 2 in. (7.9 × 5.1 cm),"Gift of J. Pierpont Morgan, 1917",,,,,,,,,,,,Metalwork-Gold and Platinum|Miniatures,,http://www.metmuseum.org/art/collection/search/193922,,,"Metropolitan Museum of Art, New York, NY",Cupid,http://vocab.getty.edu/page/aat/300380105,https://www.wikidata.org/wiki/Q5011
2005.100.410 (2b),False,False,True,288156,,Photographs,2005,Photograph,[Marie de Morny],,,,,,41092556155969,Person in Photograph|Artist|Artist,Person in photograph| |Painted and retouched by,Countess Virginia Oldoini Verasis di Castiglione|Pierre-Louis Pierson|Marck,"1835–1899|French, 1822–1913| "," |, et al| ","Castiglione, di,  Virginia Oldoini Verasis Countess|Pierson, Pierre-Louis|Marck", |French| ,1835      |1822      |          ,1899      |1913      |          ,||,(not assigned)|http://vocab.getty.edu/page/ulan/500005033|,https://www.wikidata.org/wiki/Q276035|https://www.wikidata.org/wiki/Q3383295|,before 1865,1855,1865,Albumen silver print from glass negative with applied color,"Window: 7 1/2 × 5 1/2 in. (19 × 14 cm)
Image: 4 in. × 2 13/16 in. (10.2 × 7.2 cm)","Gilman Collection, Gift of The Howard Gilman Foundation, 2005",,,,,,,,,,,,Photographs,,http://www.metmuseum.org/art/collection/search/288156,,,"Metropolitan Museum of Art, New York, NY",Portraits|Women,http://vocab.getty.edu/page/aat/300015637|http://vocab.getty.edu/page/aat/300025943,https://www.wikidata.org/wiki/Q134307|https://www.wikidata.org/wiki/Q467
22.84.1(27v),False,False,True,681354,,Drawings and Prints,1922,Books Prints Ornament & Architecture,Page from Ein new kunstlich Modelbuch...(Page 27v),,,,,,8539,Publisher, ,Peter Quentel,"German, active Cologne, 1518–46",", Cologne","Quentel, Peter",German,1500      ,1550      ,,,,1544,1544,1544,Woodcut,Overall: 7 11/16 x 5 7/8 in. (19.5 x 15 cm),"Rogers Fund, 1922",,,,,,,,,,,,Books|Prints|Ornament & Architecture,,http://www.metmuseum.org/art/collection/search/681354,,,"Metropolitan Museum of Art, New York, NY",Flowers,http://vocab.getty.edu/page/aat/300132399,https://www.wikidata.org/wiki/Q506
"1996.312a, b",False,False,False,79174,,Costume Institute,1996,Shoes,Shoes,American or European,,,,,,,,,,,,,,,,,,1940s,1940,1949,leather,,"Gift of Michael Dykeman, 1996",,,,,,,,,,,,,,http://www.metmuseum.org/art/collection/search/79174,,,"Metropolitan Museum of Art, New York, NY",,,
06.648,False,False,True,212866,,European Sculpture and Decorative Arts,1906,Piece,Piece,"Flemish, Mechlin",,,,,,,,,,,,,,,,,,18th century,1700,1799,Bobbin lace,L. 13 x W. 2 1/2 inches (33 x 6.4 cm),"Rogers Fund, 1906",,,,,,,,,,,,Textiles-Laces,,http://www.metmuseum.org/art/collection/search/212866,,,"Metropolitan Museum of Art, New York, NY",Men|Hunting|Dogs,http://vocab.getty.edu/page/aat/300025928|http://vocab.getty.edu/page/aat/300239666|http://vocab.getty.edu/page/aat/300265714,https://www.wikidata.org/wiki/Q8441|https://www.wikidata.org/wiki/Q36963|https://www.wikidata.org/wiki/Q144
63.350.216.203.412,False,False,True,717219,,Drawings and Prints,1963,Photograph,"Lucia Willimme, from the Actresses series (N203) issued by Wm. S. Kimball & Co.",,,,,,19138,Publisher,Issued by,William S. Kimball & Company, , ,William S. Kimball & Company, ,          ,          ,,,,1889,1889,1889,Commercial color lithograph,Sheet: 2 5/8 × 1 3/8 in. (6.6 × 3.5 cm),"The Jefferson R. Burdick Collection, Gift of Jefferson R. Burdick",,,,,,,,,,,,Ephemera|Photographs,,http://www.metmuseum.org/art/collection/search/717219,,,"Metropolitan Museum of Art, New York, NY",Portraits|Women|Actresses,http://vocab.getty.edu/page/aat/300015637|http://vocab.getty.edu/page/aat/300025943|http://vocab.getty.edu/page/aat/300025658,https://www.wikidata.org/wiki/Q134307|https://www.wikidata.org/wiki/Q467|https://www.wikidata.org/wiki/Q21169216
C.I.49.24.8,False,False,False,114348,,Costume Institute,1949,Hat,Hat,American,,,,,2021,Department Store, ,Bergdorf Goodman,"American, founded 1899", ,Bergdorf Goodman,American,1899      ,9999      ,,http://vocab.getty.edu/page/ulan/500524655,https://www.wikidata.org/wiki/Q793430,1939,1939,1939,straw,,"Gift of Miss Isabel Shults, 1949",,,,,,,,,,,,,,http://www.metmuseum.org/art/collection/search/114348,,,"Metropolitan Museum of Art, New York, NY",Flowers,http://vocab.getty.edu/page/aat/300132399,https://www.wikidata.org/wiki/Q506
1987.1104,False,False,False,265630,,Photographs,1987,Photomechanical print,"Photographie Lunaire: Bouillaud, Ptolémée, Copernic",,,,,,560896088,Artist|Artist, | ,Maurice Loewy|Pierre Henri Puiseux,"French (born Austria), Vienna 1833–1907 Paris|French, Paris 1855–1928 Paris", | ,"Loewy, Maurice|Puiseux, Pierre Henri","French, born Austria|French",1833      |1855      ,1907      |1928      ,|,http://vocab.getty.edu/page/ulan/500466150|http://vocab.getty.edu/page/ulan/500471990,https://www.wikidata.org/wiki/Q983371|https://www.wikidata.org/wiki/Q984602,1896,1896,1896,Photogravure,Sheet: 31 11/16 × 23 3/8 in. (80.5 × 59.4 cm),"Gift of Charles Isaacs, in memory of Samuel J. Wagstaff Jr., 1987",,,,,,,,,,,,Photographs|Prints,,http://www.metmuseum.org/art/collection/search/265630,,,"Metropolitan Museum of Art, New York, NY",Moon|Astronomy,http://vocab.getty.edu/page/aat/300386951|http://vocab.getty.edu/page/aat/300054534,https://www.wikidata.org/wiki/Q405|https://www.wikidata.org/wiki/Q333
2023.177,False,False,False,899218,,Drawings and Prints,2023,Periodical,"Der Hammer, Workers' Monthly, June 1926",,,,,,22231916196322232122232,Editor|Artist|Publisher|Publisher, |Several pages illustrated by| | ,Joseph Moissaye Olgin|William Gropper|Hammer Publishing Company|Freiheit Publishing Asa’n,"1878–1939|American, New York 1897–1977 Manhasset, New York| | ", | | | ,"Moissaye Olgin, Joseph|Gropper, William|Hammer Publishing Company|Freiheit Publishing Asa’n", |American| | ,1878      |1897      |          |          ,1939      |1977      |          |          ,|||,|http://vocab.getty.edu/page/ulan/500031318||,|https://www.wikidata.org/wiki/Q972080||,June 1926,1926,1934,Photomechanical relief print; first edition,9 15/16 × 7 5/8 in. (25.2 × 19.4 cm),"The Elisha Whittelsey Collection, The Elisha Whittelsey Fund, 2023",,,,,,,,,,,,Prints,,http://www.metmuseum.org/art/collection/search/899218,,,"Metropolitan Museum of Art, New York, NY",,,
